City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Port-Gentil,GA,-0.7193,8.7815,80.24,79,98,8.86,moderate rain
348,Gamboula,CF,4.1178,15.1393,84.97,56,100,2.37,overcast clouds
349,Bud,US,39.447,-86.1758,40.59,87,0,6.69,clear sky
350,Haines Junction,CA,60.7522,-137.5108,-2.25,60,100,6.91,overcast clouds
351,Chizhou,CN,30.6578,117.4831,48.49,38,12,2.86,few clouds
352,Terney,RU,45.0503,136.6092,12.25,71,1,12.17,clear sky
353,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,81.09,43,3,8.12,clear sky
354,Daru,PG,-9.0763,143.2092,81.28,83,100,7.58,overcast clouds
355,Muisne,EC,0.6,-80.0333,74.53,91,100,9.33,light rain
356,Namatanai,PG,-3.6667,152.4333,80.6,80,81,5.46,broken clouds
357,Tralee,IE,52.2704,-9.7026,46.65,93,100,4.61,light intensity shower rain
358,Nome,US,64.5011,-165.4064,1.17,78,100,17.11,overcast clouds
359,Flinders,AU,-34.5833,150.8552,64.2,90,100,6.08,overcast clouds
360,Newcastle,AU,-32.9272,151.7765,69.66,94,75,5.99,broken clouds
361,Tekkali,IN,18.6167,84.2333,68.16,90,100,8.12,moderate rain
362,Harlingen,US,26.1906,-97.6961,69.71,99,90,4.61,fog
363,Luanda,AO,-8.8368,13.2343,81.86,74,98,14.58,light rain
364,Ternate,ID,0.8,127.4,82.04,79,100,5.93,overcast clouds
365,Lubango,AO,-14.9172,13.4925,82.26,32,75,13.8,light rain
366,Matias Olimpio,BR,-3.7158,-42.5556,88.95,54,62,3.87,broken clouds
367,Moree,AU,-29.4667,149.85,75.22,64,3,3.44,clear sky
368,Tuy Hoa,VN,13.0833,109.3,71.26,68,100,13.02,overcast clouds
369,Tsaratanana,MG,-16.7833,47.65,91.27,33,28,13.02,scattered clouds
370,Zhangjiakou,CN,40.81,114.8794,30.09,49,0,4.29,clear sky
371,Kokoda,PG,-8.8785,147.7407,76.32,94,100,1.95,overcast clouds
372,Sambava,MG,-14.2667,50.1667,83.08,68,0,11.68,light rain
373,Kachiry,KZ,53.0675,76.1036,23.88,88,6,11.1,clear sky
374,Leningradskiy,RU,69.3833,178.4167,10.18,86,100,13.2,overcast clouds
375,Tukrah,LY,32.5341,20.5791,66.79,42,100,24.09,overcast clouds
376,Ust-Shonosha,RU,61.1531,41.343,2.97,99,100,3.53,overcast clouds
377,Sola,VU,-13.8833,167.55,75.87,100,90,0.0,overcast clouds
378,Hofn,IS,64.2539,-15.2082,23.02,74,0,9.22,clear sky
379,Hami,CN,42.8,93.45,26.13,59,0,1.43,clear sky
380,Udachnyy,RU,66.4167,112.4,-13.56,83,100,13.35,overcast clouds
381,Tarko-Sale,RU,64.9225,77.785,1.6,94,100,16.78,overcast clouds
382,Maniitsoq,GL,65.4167,-52.9,23.68,78,92,15.41,overcast clouds
383,Matagami,CA,49.7502,-77.6328,1.51,85,90,10.36,light snow
384,Hays,US,30.0502,-98.0336,66.29,86,100,1.99,overcast clouds
385,Cermik,TR,38.1361,39.4493,50.4,41,0,1.83,clear sky
386,Kratovo,MK,42.0792,22.1814,48.79,71,100,6.38,overcast clouds
387,Shitanjing,CN,39.2342,106.3439,31.28,21,0,2.89,clear sky
388,Vila,PT,42.0304,-8.1588,43.7,89,100,3.83,overcast clouds
389,Kharod,IN,21.75,82.5667,70.23,52,100,5.23,overcast clouds
390,Tavda,RU,58.0425,65.2726,25.07,76,100,11.9,overcast clouds
391,Yulara,AU,-25.2406,130.9889,91.24,12,0,9.22,clear sky
392,Zavodouspenskoye,RU,56.8626,65.0155,28.62,76,100,11.7,overcast clouds
393,Appleton,US,44.2619,-88.4154,33.89,93,90,3.44,light intensity drizzle
394,Paka,MY,4.6374,103.4368,75.13,94,100,5.75,light rain
395,Tocopilla,CL,-22.092,-70.1979,69.53,55,97,10.0,overcast clouds
396,Mareeba,AU,-17.0,145.4333,75.92,89,100,2.37,overcast clouds
397,Mayumba,GA,-3.432,10.6554,79.03,84,100,6.6,overcast clouds
398,Rocha,UY,-34.4833,-54.3333,70.07,57,69,7.65,broken clouds
399,Juneau,US,58.3019,-134.4197,32.22,95,90,11.5,snow
400,Porto Novo,BJ,6.4965,2.6036,89.42,42,14,4.38,few clouds
401,Tyup,KG,42.7276,78.3648,27.23,57,22,5.53,few clouds
402,Genc,TR,38.7507,40.5603,45.25,47,0,0.78,clear sky
403,Puerto Madryn,AR,-42.7692,-65.0385,62.24,45,5,5.93,clear sky
404,Chapais,CA,49.7834,-74.8492,6.58,95,100,8.84,overcast clouds
405,Sayyan,YE,15.1718,44.3244,66.9,10,0,7.65,clear sky
406,Esperance,AU,-33.8667,121.9,58.84,76,2,16.82,clear sky
407,Carutapera,BR,-1.195,-46.02,82.17,79,100,4.52,overcast clouds
408,Zhezkazgan,KZ,47.8043,67.7144,26.58,84,5,4.7,clear sky
409,Zwedru,LR,6.0667,-8.1281,92.62,43,46,3.94,scattered clouds
410,Fort Morgan,US,40.2503,-103.8,38.8,64,100,8.28,overcast clouds
411,Port Keats,AU,-14.25,129.55,85.89,79,17,8.93,few clouds
412,Tucuman,AR,-26.8241,-65.2226,78.8,50,0,4.61,clear sky
413,Vila Velha,BR,-20.3297,-40.2925,80.55,74,40,1.99,scattered clouds
414,Baruun-Urt,MN,46.6806,113.2792,23.23,73,7,8.21,clear sky
415,Sobolevo,RU,54.4299,31.8996,30.7,92,100,11.3,overcast clouds
416,Tezu,IN,27.9167,96.1667,67.1,61,88,4.14,overcast clouds
417,Wheatley,GB,51.7473,-1.1394,50.09,95,75,5.75,broken clouds
418,Polunochnoye,RU,60.8697,60.4153,15.93,78,100,9.17,overcast clouds
419,Talgram,IN,27.05,79.65,72.03,50,63,4.43,broken clouds
420,Kawalu,ID,-7.3817,108.2082,75.78,92,99,2.3,overcast clouds
421,Morondava,MG,-20.2833,44.2833,84.65,68,36,12.41,scattered clouds
422,Fredericksburg,US,38.3032,-77.4605,49.44,73,1,0.0,clear sky
423,Wanaka,NZ,-44.7,169.15,63.1,76,100,5.01,heavy intensity rain
424,Carberry,CA,49.8689,-99.3602,25.03,58,100,17.22,overcast clouds
425,Kahramanmaras,TR,38.0,37.0,42.85,41,11,1.07,few clouds
426,Egvekinot,RU,66.3167,-179.1667,27.0,98,100,18.81,snow
427,Kasongo-Lunda,CD,-6.4667,16.8167,90.41,48,100,3.44,overcast clouds
428,Darnah,LY,32.767,22.6367,64.81,47,100,29.15,overcast clouds
429,Sorong,ID,-0.8833,131.25,80.17,75,100,1.83,overcast clouds
430,Port Shepstone,ZA,-30.7414,30.455,69.69,65,100,10.09,overcast clouds
431,Oktyabrskiy,RU,54.4815,53.471,32.36,94,100,14.14,overcast clouds
432,Coahuayana,MX,18.7333,-103.6833,72.36,88,100,3.11,overcast clouds
433,Alikalia,SL,9.1667,-11.4,91.99,38,71,0.85,broken clouds
434,Ponta Do Sol,PT,32.6667,-17.1,67.01,62,11,6.08,few clouds
435,Maiduguri,NG,11.8464,13.1603,95.14,13,0,8.86,clear sky
436,Riviere-Au-Renard,CA,48.9957,-64.3971,37.69,97,100,12.55,overcast clouds
437,Lincoln,US,40.8,-96.667,45.0,82,7,3.0,clear sky
438,Lexington,US,37.9887,-84.4777,41.74,88,5,5.7,clear sky
439,Qarqin,AF,37.4185,66.0436,59.94,41,100,13.53,overcast clouds
440,Virginia Beach,US,36.8529,-75.978,53.62,70,100,1.01,overcast clouds
441,Lixourion,GR,38.2019,20.4314,62.96,76,100,20.42,light rain
442,Gweta,BW,-20.1833,25.2333,101.05,14,84,7.0,broken clouds
443,Kitui,KE,-1.367,38.0106,72.3,72,100,6.78,light rain
444,La Palma,US,33.8464,-118.0467,59.36,90,90,1.99,mist
445,Dukat,RU,62.55,155.55,-28.21,94,100,5.21,overcast clouds
446,Portland,US,45.5234,-122.6762,40.68,92,100,1.01,overcast clouds
447,Coihaique,CL,-45.5752,-72.0662,51.75,66,20,3.44,few clouds
448,Port Hawkesbury,CA,45.6169,-61.3485,51.19,96,90,8.99,overcast clouds
449,Nova Prata,BR,-28.7839,-51.61,71.65,48,41,4.59,scattered clouds
450,Dunedin,NZ,-45.8742,170.5036,58.6,96,11,5.39,few clouds
451,Kulhudhuffushi,MV,6.6221,73.07,82.89,72,25,3.87,scattered clouds
452,Sitka,US,57.0531,-135.33,30.09,86,40,9.22,snow
453,Vikindu,TZ,-7.0067,39.2985,85.64,70,40,11.5,scattered clouds
454,Boca Del Monte,MX,19.15,-96.8167,60.57,94,34,2.95,scattered clouds
455,Labuhan,ID,-6.8844,112.2051,82.13,79,92,3.78,overcast clouds
456,Mujiayingzi,CN,42.1167,118.7833,28.9,55,0,6.26,clear sky
457,Lubao,PH,14.9167,120.55,80.62,72,94,12.64,overcast clouds
458,Altagracia De Orituco,VE,9.8601,-66.3814,79.34,65,99,3.67,overcast clouds
459,Grenaa,DK,56.4158,10.8783,35.82,97,100,11.39,light snow
460,Socorro,US,31.6546,-106.3033,59.11,49,0,3.83,clear sky
461,East London,ZA,-33.0153,27.9116,69.35,59,27,11.16,scattered clouds
462,Viedma,AR,-40.8135,-62.9967,64.26,34,8,12.55,clear sky
463,Scarborough,GB,54.2797,-0.4044,45.09,89,100,1.99,overcast clouds
464,Phan Thiet,VN,10.9333,108.1,74.28,82,82,6.53,broken clouds
465,Bihariganj,IN,25.7333,86.9833,73.31,53,24,1.88,few clouds
466,Dalvik,IS,65.9702,-18.5286,28.33,70,99,9.01,overcast clouds
467,Normandin,CA,48.8333,-72.5321,14.94,76,100,15.48,overcast clouds
468,Ossora,RU,59.2353,163.0719,25.32,65,70,23.13,broken clouds
469,Stepnyak,KZ,52.8339,70.7803,21.29,82,77,17.27,broken clouds
470,Sur,OM,22.5667,59.5289,78.1,49,0,5.73,clear sky
471,Nemuro,JP,43.3236,145.575,48.15,89,100,20.4,overcast clouds
472,Hinton,CA,53.4001,-117.5857,12.79,75,3,7.02,clear sky
473,Birecik,TR,37.0294,37.9903,60.01,41,100,0.4,overcast clouds
474,Biak,ID,-0.9131,122.8766,77.95,86,64,1.23,broken clouds
475,Hualmay,PE,-11.0964,-77.6139,67.98,80,86,7.49,overcast clouds
476,Porto Santo,PT,33.072,-16.3415,66.31,59,75,18.41,broken clouds
477,Bergen,NO,60.392,5.328,35.65,83,75,6.91,light snow
478,Umba,RU,66.6871,34.3429,14.25,92,31,10.27,scattered clouds
479,North Platte,US,41.1239,-100.7654,43.99,69,1,8.05,clear sky
480,Tonstad,NO,58.6626,6.7169,36.25,94,100,8.05,light snow
481,Medak,IN,18.0333,78.2667,77.9,57,100,9.69,overcast clouds
482,Camocim,BR,-2.9022,-40.8411,87.17,58,65,11.05,broken clouds
483,Komsomolskiy,UZ,40.4272,71.7189,48.92,49,100,0.0,haze
484,Borba,BR,-4.3878,-59.5939,76.78,93,99,3.31,moderate rain
485,Kuusamo,FI,65.9667,29.1833,15.84,92,90,4.61,light shower snow
486,Sungairaya,ID,0.7,108.9,80.01,81,100,7.65,overcast clouds
487,Qiongshan,CN,20.0058,110.3542,67.12,45,23,9.13,few clouds
488,Gandajika,CD,-6.75,23.95,84.65,63,100,3.4,overcast clouds
489,Fukue,JP,32.6881,128.8419,53.17,63,92,26.31,overcast clouds
490,Ndola,ZM,-12.9587,28.6366,91.29,22,70,7.81,broken clouds
491,Ust-Charyshskaya Pristan,RU,52.3934,83.6635,37.27,60,100,23.51,overcast clouds
492,Damietta,EG,31.4165,31.8133,67.82,51,100,7.96,overcast clouds
493,Arroyo,ES,41.6096,-4.7969,48.72,74,90,9.22,overcast clouds
494,Pagudpud,PH,18.5616,120.7868,71.64,77,59,19.08,broken clouds
495,Margate,GB,51.3813,1.3862,49.96,88,100,4.0,overcast clouds
496,Talcahuano,CL,-36.7167,-73.1167,56.88,67,0,6.91,clear sky
497,Jining,CN,35.405,116.5814,43.63,45,0,4.83,clear sky
498,Padang,ID,-0.9492,100.3543,80.65,81,100,5.44,overcast clouds
499,Gat,IL,31.61,34.7642,72.28,44,99,7.16,overcast clouds
500,Ambulu,ID,-8.345,113.6058,78.28,88,54,2.24,broken clouds
501,Mahajanga,MG,-15.7167,46.3167,85.28,56,48,13.0,scattered clouds
502,Saint Anthony,US,45.0205,-93.218,36.55,93,90,1.01,mist
503,Dingle,PH,10.9995,122.6711,74.1,87,80,7.81,broken clouds
504,Ukiah,US,39.1502,-123.2078,54.03,79,0,2.13,clear sky
505,Bakchar,RU,57.0186,82.0711,33.13,97,100,10.54,light snow
506,Port Augusta,AU,-32.5,137.7667,65.71,61,100,18.52,overcast clouds
507,Patterson,US,37.4716,-121.1297,51.73,79,18,3.15,few clouds
508,Mahibadhoo,MV,3.7833,72.9667,82.15,77,13,9.55,few clouds
509,San Policarpo,PH,12.1791,125.5072,78.19,78,100,16.24,moderate rain
510,Saiha,IN,22.4833,92.9667,65.82,69,100,2.98,overcast clouds
511,Anadyr,RU,64.75,177.4833,23.94,88,100,9.64,overcast clouds
512,Novobirilyussy,RU,56.9514,90.6661,32.32,96,100,14.27,light snow
513,Jistebnice,CZ,49.4855,14.5276,34.57,85,10,12.57,clear sky
514,Yarmouth,US,41.7057,-70.2286,43.97,62,75,12.66,broken clouds
515,Atar,MR,20.5169,-13.0499,78.49,16,100,13.71,overcast clouds
516,Kapuskasing,CA,49.4169,-82.4331,-2.85,94,6,4.63,clear sky
517,Volchanets,RU,42.9131,132.7469,19.49,66,9,6.64,clear sky
518,Svetlyy,RU,54.675,20.1347,32.97,72,87,11.97,overcast clouds
519,Magaria,NE,12.9983,8.9099,89.85,12,5,9.17,clear sky
520,Bandarbeyla,SO,9.4942,50.8122,79.79,56,0,21.14,clear sky
521,Manyana,BW,-23.4,21.7167,88.5,28,100,11.45,light rain
522,Fort Nelson,CA,58.8053,-122.7002,-15.97,100,100,2.55,overcast clouds
523,Erzin,TR,36.9559,36.2,64.92,42,100,3.38,overcast clouds
524,Matay,EG,28.419,30.7792,72.75,30,100,9.22,overcast clouds
525,Lahad Datu,MY,5.0268,118.327,76.95,94,100,5.06,overcast clouds
526,Takayama,JP,36.1333,137.25,40.96,90,73,1.66,broken clouds
527,Trinidad,BO,-14.8333,-64.9,80.44,81,100,4.7,overcast clouds
528,Coquimbo,CL,-29.9533,-71.3436,58.73,88,90,6.91,overcast clouds
529,Cururupu,BR,-1.8283,-44.8683,79.7,88,97,3.47,overcast clouds
530,Kerman,IR,30.2832,57.0788,59.38,26,34,16.06,scattered clouds
531,Bonaventure,CA,48.0457,-65.4926,38.34,95,100,14.23,light rain
532,Changji,CN,44.0167,87.3167,16.59,79,4,2.24,smoke
533,Yerbogachen,RU,61.2767,108.0108,27.52,88,100,14.14,light snow
534,Mvuma,ZW,-19.2792,30.5283,93.07,15,95,11.65,overcast clouds
535,Kajiado,KE,-1.8524,36.7768,68.72,61,100,11.92,overcast clouds
536,Shubarshi,KZ,48.5872,57.1869,32.11,76,72,9.1,broken clouds
537,Port Hedland,AU,-20.3167,118.5667,87.85,51,6,12.66,clear sky
538,Sabang,ID,5.8933,95.3214,79.39,85,100,18.23,overcast clouds
539,Ambon,ID,-3.6954,128.1814,82.09,77,100,4.16,light rain
540,Riyadh,SA,24.6877,46.7219,71.74,30,0,6.49,clear sky
541,Samarai,PG,-10.6167,150.6667,81.75,81,100,4.47,overcast clouds
542,Wright,US,45.1833,-93.9502,36.01,98,90,0.0,mist
543,Mayo,US,38.8876,-76.5119,49.12,61,1,5.75,clear sky
544,Lianzhou,CN,24.7811,112.3825,50.59,54,3,3.94,clear sky
545,Sechura,PE,-5.5569,-80.8222,68.63,74,100,10.89,overcast clouds
546,Gunjur,GM,13.2019,-16.7339,86.07,32,75,8.05,haze
547,Orodara,BF,10.9492,-4.9342,94.82,12,35,7.63,scattered clouds
548,Srednekolymsk,RU,67.45,153.6833,-14.84,97,100,19.37,light snow
549,Bambanglipuro,ID,-7.95,110.2833,79.83,84,98,6.42,overcast clouds
550,Binga,ZW,-17.6203,27.3414,97.14,27,13,9.71,few clouds
551,Urucara,BR,-2.5364,-57.76,78.1,86,99,3.4,overcast clouds
552,Sikasso,ML,10.9167,-7.0,98.82,10,15,6.91,few clouds
553,Sinnamary,GF,5.3833,-52.95,81.91,73,87,7.31,overcast clouds
554,Bagdarin,RU,54.4333,113.6,-1.79,96,14,3.09,few clouds
555,Vytegra,RU,61.0064,36.4481,7.16,98,100,6.35,overcast clouds
556,Noyabrsk,RU,63.1994,75.4507,0.25,93,98,15.01,overcast clouds
557,Kutum,SD,14.2,24.6667,82.33,15,0,7.96,clear sky
558,Kupang,ID,-10.1667,123.5833,81.32,84,13,4.99,few clouds
559,Labelle,US,26.7617,-81.4384,58.98,76,100,4.52,overcast clouds
560,Klaksvik,FO,62.2266,-6.589,38.32,69,100,14.65,overcast clouds
561,Bazhovo,RU,55.0604,61.6054,30.36,80,100,11.41,overcast clouds
562,Luderitz,NA,-26.6481,15.1594,67.73,67,21,9.89,few clouds
563,Mandalgovi,MN,45.7625,106.2708,25.07,24,0,6.29,clear sky
564,Jishou,CN,28.3167,109.7167,53.65,74,24,1.81,few clouds
565,Petrozavodsk,RU,61.7849,34.3469,24.26,85,90,6.71,light snow
566,Kiunga,PG,-6.1219,141.2906,75.36,98,100,1.05,overcast clouds
567,Boguchany,RU,58.3814,97.4531,32.54,63,100,11.92,overcast clouds
568,Bay Roberts,CA,47.5999,-53.2648,50.05,87,100,10.0,moderate rain
569,Zhaoyuan,CN,37.3592,120.3964,39.65,62,0,6.29,clear sky
570,Tondano,ID,1.3038,124.9112,69.89,93,100,1.66,overcast clouds
571,Dubbo,AU,-32.25,148.6167,71.73,73,75,9.22,broken clouds
572,Lynn Haven,US,30.2455,-85.6483,54.97,99,90,0.0,fog
573,Svetlopolyansk,RU,59.4184,52.3605,17.55,97,96,3.65,overcast clouds
574,Yara,CU,20.2753,-76.9533,74.53,87,100,7.43,overcast clouds
575,Krasnoselkup,RU,65.7,82.4667,8.98,94,100,15.7,light snow
576,Nizhniy Baskunchak,RU,48.2198,46.8311,41.36,69,100,11.27,overcast clouds
577,Innisfail,AU,-17.5333,146.0333,77.85,84,99,3.87,overcast clouds
578,Tulum,MX,20.2167,-87.4667,73.98,87,4,4.45,clear sky
579,Klodzko,PL,50.4349,16.6614,38.1,55,11,13.09,few clouds
580,Grindavik,IS,63.8424,-22.4338,32.47,93,75,10.36,light shower snow
581,Novoagansk,RU,61.9449,76.6625,13.17,93,100,11.95,overcast clouds
582,Mokhsogollokh,RU,61.4681,128.9203,-22.99,95,56,4.85,broken clouds
583,Cajaruro,PE,-5.7364,-78.4256,77.43,65,88,1.5,overcast clouds
584,Conceicao Do Araguaia,BR,-8.2578,-49.2647,81.73,76,97,3.09,overcast clouds
585,Chadiza,ZM,-14.0678,32.4392,93.29,20,73,7.67,broken clouds
